"´Žè""Data Source""",Steam 200k,,,
,,,,
Last Updated Date,NA,,,
,,,,
customer id,game name,what,value,bought online 
151603712,The Elder Scrolls V Skyrim,play,273,0
151603712,Fallout 4,play,87,0
151603712,Spore,play,15,1
151603712,Fallout New Vegas,play,12,1
151603712,left 4 dead 2,play,9,1
151603712,HuniePop,play,9,0
151603712,Path of Exile,play,8,0
151603712,Poly Bridge,play,8,1
151603712,Left 4 Dead,play,3,0
151603712,Team Fortress 2,play,3,1
151603712,Tomb Raider,play,3,0
151603712,The Banner Saga,play,2,1
151603712,Dead Island Epidemic,play,1,0
151603712,BioShock Infinite,play,1,1
151603712,Dragon Age Origins - Ultimate Edition,play,1,1
151603712,Fallout 3 - Game of the Year Edition,play,1,1
151603712,SEGA Genesis & Mega Drive Classics,play,1,1
151603712,Grand Theft Auto IV,play,1,1
151603712,Realm of the Mad God,play,4,0
151603712,Marvel Heroes 2015,play,1,1
151603712,Eldevin,play,7,0
151603712,Dota 2,play,1,1
151603712,BioShock,play,1,1
151603712,Robocraft,play,0,1
151603712,Garry's Mod,play,3,0
151603712,Jazzpunk,play,0,1
187131847,Dota 2,play,2,0
59945701,Ultra Street Fighter IV,play,238,0
59945701,FINAL FANTASY XIII,play,84,0
59945701,The Elder Scrolls V Skyrim,play,58,1
59945701,Sid Meier's Civilization V,play,22,0
59945701,L.A. Noire,play,14,1
59945701,Company of Heroes Tales of Valor,play,10,1
59945701,7 Days to Die,play,8,1
59945701,Divekick,play,7,1
59945701,FINAL FANTASY VII,play,5,1
59945701,Orcs Must Die! 2,play,5,1
59945701,Killing Floor,play,3,1
59945701,Company of Heroes,play,3,0
59945701,Bastion,play,3,1
59945701,Undertale,play,3,1
59945701,Counter-Strike Global Offensive,play,2,1
59945701,Orcs Must Die!,play,1,0
59945701,THE KING OF FIGHTERS XIII STEAM EDITION,play,1,1
59945701,GUILTY GEAR XX ACCENT CORE PLUS R,play,1,1
59945701,Skullgirls,play,0,0
59945701,Assassin's Creed II,play,0,1
59945701,Company of Heroes Opposing Fronts,play,0,0
59945701,Team Fortress 2,play,0,1
53875128,Grand Theft Auto V,play,86,1
53875128,Insurgency,play,72,0
53875128,Left 4 Dead 2,play,71,1
53875128,METAL GEAR SOLID V THE PHANTOM PAIN,play,59,0
53875128,S.T.A.L.K.E.R. Shadow of Chernobyl,play,54,1
53875128,S.T.A.L.K.E.R. Call of Pripyat,play,50,1
53875128,Saints Row The Third,play,35,1
53875128,Far Cry 3,play,35,1
53875128,S.T.A.L.K.E.R. Clear Sky,play,35,0
53875128,Rocket League,play,34,0
53875128,assassin's creed II,play,33,1
53875128,Far Cry 4,play,32,1
53875128,Prototype,play,25,1
53875128,Space Pirates and Zombies,play,24,1
53875128,Dying Light,play,23,1
53875128,Just Cause 2,play,23,1
53875128,Mirror's Edge,play,23,0
53875128,Mad Max,play,22,1
53875128,Portal 2,play,21,0
53875128,Deus Ex Human Revolution,play,21,1
53875128,Middle-earth Shadow of Mordor,play,20,0
53875128,RUNNING WITH RIFLES,play,19,0
53875128,Deus Ex Human Revolution - Director's Cut,play,18,1
53875128,Batman Arkham City GOTY,play,17,0
53875128,Tropico 4,play,14,1
53875128,Cave Story+,play,14,1
53875128,Dust An Elysian Tail,play,13,1
53875128,F.E.A.R.,play,13,1
53875128,South Park The Stick of Truth,play,12,1
53875128,Sleeping Dogs,play,12,0
53875128,Watch_Dogs,play,11,1
53875128,Saints Row IV,play,11,1
53875128,DayZ,play,11,0
53875128,Half-Life 2,play,10,1
53875128,Reassembly,play,10,0
53875128,Sid Meier's Civilization III Complete,play,10,1
53875128,The Talos Principle,play,10,0
53875128,DiRT 3,play,10,1
53875128,FTL Faster Than Light,play,10,1
53875128,Bastion,play,10,1
53875128,Age of Empires II HD Edition,play,9,0
53875128,Batman Arkham Asylum GOTY Edition,play,9,1
53875128,Gunpoint,play,1,1
53875128,Rebuild 3 Gangs of Deadsville,play,8,1
